status,batch_id,evolution_line_id,dex_no,stage_number,stage_label,source_type,source_filename,parent_sheet_filename,matched_asset_filename,asset_status,source_path,ocr_name,approved_name,slug,evolves_from,evolves_to,rarity,element_1,element_2,taxonomy_primary,taxonomy_secondary,role,health,aura,attack,special_attack,defense,special_defense,speed,stat_total,ability,signature_moves,description,habitat,personality,tags,confidence,review_notes,image_path,source_path_repo,intake_id
drafted,batch_001,aegarthund-line,,2,Final,evolution_sheets,1E638E3D-97A1-4B9A-8C32-17C4679DA246_1_102_o.jpeg,1E638E3D-97A1-4B9A-8C32-17C4679DA246_1_102_o.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/1E638E3D-97A1-4B9A-8C32-17C4679DA246_1_102_o.jpeg,Aegarthund,Aegarthund,aegarthund,pangnor,,Rare,Steel,Thunder,Golem,Brute,Bulky Defender / Barrier,130,105,110,100,155,120,55,775,Stormplate,Volt Shell; High-Voltage Barrier,"A stormplate Monari fortified with thunderous steel armor, generating high-voltage fields and standing as an impenetrable barrier.","Mountain passes, storm cliffs, steel caverns","Stubborn, protective, grounded","armored, turtle, steel, thunder, bulky, shield",0.94,,/assets/monari/_incoming/batch_001/evolution_sheets/1E638E3D-97A1-4B9A-8C32-17C4679DA246_1_102_o.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/1E638E3D-97A1-4B9A-8C32-17C4679DA246_1_102_o.jpeg,batch001_011_aegarthund
drafted,batch_001,noxvane-line,,1,Stage 1,evolution_sheets,3544C778-F2FF-4E32-A531-B992C1749E78_1_102_o.jpeg,3544C778-F2FF-4E32-A531-B992C1749E78_1_102_o.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/3544C778-F2FF-4E32-A531-B992C1749E78_1_102_o.jpeg,Duskhare,Duskhare,duskhare,,noxvane,Super Rare,Shadow,,Feral,Wisp,Swift Shadow Duelist,70,85,90,80,55,70,110,560,Night Veil,Shadow Step; Crescent Claw,A quiet shadow hare Monari that hides its gaze beneath its fur and strikes with sudden clawed bursts.,"Dark forests, moonlit ruins, deep shade","Quiet, guarded, intense","rabbit, shadow, dark, assassin, bipedal, claws",0.55,No readable name/text on image; names/elements/stats are AI draft and need approval.,/assets/monari/_incoming/batch_001/evolution_sheets/3544C778-F2FF-4E32-A531-B992C1749E78_1_102_o.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/3544C778-F2FF-4E32-A531-B992C1749E78_1_102_o.jpeg,batch001_012_duskhare
drafted,batch_001,noxvane-line,,2,Final,evolution_sheets,3544C778-F2FF-4E32-A531-B992C1749E78_1_102_o.jpeg,3544C778-F2FF-4E32-A531-B992C1749E78_1_102_o.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/3544C778-F2FF-4E32-A531-B992C1749E78_1_102_o.jpeg,Noxvane,Noxvane,noxvane,duskhare,,Super Rare,Shadow,,Feral,Wisp,Shadow Assassin,90,120,125,110,80,95,145,765,Night Veil,Shadow Step; Crescent Claw,"A tall, cloak-like shadow duelist whose silent movements make it feel like a living night blade.","Dark forests, moonlit ruins, deep shade","Quiet, guarded, intense","rabbit, shadow, dark, assassin, bipedal, claws",0.55,No readable name/text on image; names/elements/stats are AI draft and need approval.,/assets/monari/_incoming/batch_001/evolution_sheets/3544C778-F2FF-4E32-A531-B992C1749E78_1_102_o.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/3544C778-F2FF-4E32-A531-B992C1749E78_1_102_o.jpeg,batch001_013_noxvane
drafted,batch_001,riftusk-line,,1,Stage 1,evolution_sheets,359888FD-DC7B-4D90-B112-BCB1C53CD1D9_1_105_c.jpeg,359888FD-DC7B-4D90-B112-BCB1C53CD1D9_1_105_c.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/359888FD-DC7B-4D90-B112-BCB1C53CD1D9_1_105_c.jpeg,Chipcub,Chipcub,chipcub,,riftsnout,Rare,Stone,,Brute,Golem,Bruiser / Digger,85,45,85,35,80,55,55,440,Rift Runner,Rift Dig; Stone Crush,"A playful cub that roots around soft ground, using tiny stone tusks to pry up minerals and grubs.","Caves, canyons, mountain trails","Playful, tough, direct","boar, stone, tusks, digger, bruiser, quadruped",0.98,,/assets/monari/_incoming/batch_001/evolution_sheets/359888FD-DC7B-4D90-B112-BCB1C53CD1D9_1_105_c.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/359888FD-DC7B-4D90-B112-BCB1C53CD1D9_1_105_c.jpeg,batch001_014_chipcub
drafted,batch_001,riftusk-line,,2,Stage 2,evolution_sheets,359888FD-DC7B-4D90-B112-BCB1C53CD1D9_1_105_c.jpeg,359888FD-DC7B-4D90-B112-BCB1C53CD1D9_1_105_c.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/359888FD-DC7B-4D90-B112-BCB1C53CD1D9_1_105_c.jpeg,Riftsnout,Riftsnout,riftsnout,chipcub,riftusk,Rare,Stone,,Brute,Golem,Bruiser / Digger,105,55,110,45,105,70,80,570,Rift Runner,Rift Dig; Stone Crush,A swift tunnel runner that carves through rock with chisel tusks and defends with hardened shoulders.,"Caves, canyons, mountain trails","Playful, tough, direct","boar, stone, tusks, digger, bruiser, quadruped",0.98,,/assets/monari/_incoming/batch_001/evolution_sheets/359888FD-DC7B-4D90-B112-BCB1C53CD1D9_1_105_c.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/359888FD-DC7B-4D90-B112-BCB1C53CD1D9_1_105_c.jpeg,batch001_015_riftsnout
drafted,batch_001,riftusk-line,,3,Final,evolution_sheets,359888FD-DC7B-4D90-B112-BCB1C53CD1D9_1_105_c.jpeg,359888FD-DC7B-4D90-B112-BCB1C53CD1D9_1_105_c.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/359888FD-DC7B-4D90-B112-BCB1C53CD1D9_1_105_c.jpeg,Riftusk,Riftusk,riftusk,riftsnout,,Rare,Stone,,Brute,Golem,Bruiser / Digger,135,70,140,60,130,90,85,710,Rift Runner,Rift Dig; Stone Crush,A master burrower that splits the earth with wedge tusks and ambushes prey from the deepest rifts.,"Caves, canyons, mountain trails","Playful, tough, direct","boar, stone, tusks, digger, bruiser, quadruped",0.98,,/assets/monari/_incoming/batch_001/evolution_sheets/359888FD-DC7B-4D90-B112-BCB1C53CD1D9_1_105_c.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/359888FD-DC7B-4D90-B112-BCB1C53CD1D9_1_105_c.jpeg,batch001_016_riftusk
drafted,batch_001,gleamfang-line,,1,Stage 1,evolution_sheets,46EC6065-D37C-40E2-945C-D226934D0880_1_105_c.jpeg,46EC6065-D37C-40E2-945C-D226934D0880_1_105_c.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/46EC6065-D37C-40E2-945C-D226934D0880_1_105_c.jpeg,Glintcub,Glintcub,glintcub,,gleamfang,Rare,Light,,Feral,Seraph,Speed Fighter / Scout,60,75,70,75,50,65,120,515,Sunlit Step,Gleam Dash; Solar Fang,A quick-footed light Monari with a bright spark at its tail.,"Sunlit fields, ruins, shrine paths","Proud, graceful, alert","cat, panther, light, scout, speed, tail-star",0.97,,/assets/monari/_incoming/batch_001/evolution_sheets/46EC6065-D37C-40E2-945C-D226934D0880_1_105_c.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/46EC6065-D37C-40E2-945C-D226934D0880_1_105_c.jpeg,batch001_017_glintcub
drafted,batch_001,gleamfang-line,,2,Final,evolution_sheets,46EC6065-D37C-40E2-945C-D226934D0880_1_105_c.jpeg,46EC6065-D37C-40E2-945C-D226934D0880_1_105_c.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/46EC6065-D37C-40E2-945C-D226934D0880_1_105_c.jpeg,Gleamfang,Gleamfang,gleamfang,glintcub,,Rare,Light,,Feral,Seraph,Speed Fighter / Scout,80,100,100,105,70,90,150,695,Sunlit Step,Gleam Dash; Solar Fang,A swift light-panther Monari that strikes like sunlight.,"Sunlit fields, ruins, shrine paths","Proud, graceful, alert","cat, panther, light, scout, speed, tail-star",0.97,,/assets/monari/_incoming/batch_001/evolution_sheets/46EC6065-D37C-40E2-945C-D226934D0880_1_105_c.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/46EC6065-D37C-40E2-945C-D226934D0880_1_105_c.jpeg,batch001_018_gleamfang
needs_review,batch_001,prismaris-line,,1,Stage 1,evolution_sheets,59A3CB66-A241-4D04-9064-37081CD9D373_1_105_c.jpeg,59A3CB66-A241-4D04-9064-37081CD9D373_1_105_c.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/59A3CB66-A241-4D04-9064-37081CD9D373_1_105_c.jpeg,Prismaris,Prismaris,prismaris,,prismaris-prime,Ancient,Crystal,,Astral,Golem,Special Attacker,70,140,55,135,75,105,120,700,Crystal Resonance,Prism Field; Crystal Resonance,A floating crystal Monari that surrounds itself with prisms and bends incoming energy.,"Crystal caverns, ancient mirror sanctums","Mysterious, calculating, calm","crystal, floating, ancient, prism, control, special-attacker",0.82,Sheet names both forms Prismaris. Proposed final-form display name 'Prismaris Prime' needs approval.,/assets/monari/_incoming/batch_001/evolution_sheets/59A3CB66-A241-4D04-9064-37081CD9D373_1_105_c.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/59A3CB66-A241-4D04-9064-37081CD9D373_1_105_c.jpeg,batch001_019_prismaris
needs_review,batch_001,prismaris-line,,2,Final,evolution_sheets,59A3CB66-A241-4D04-9064-37081CD9D373_1_105_c.jpeg,59A3CB66-A241-4D04-9064-37081CD9D373_1_105_c.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/59A3CB66-A241-4D04-9064-37081CD9D373_1_105_c.jpeg,Prismaris Prime,Prismaris Prime,prismaris-prime,prismaris,,Ancient,Crystal,,Astral,Golem,Battlefield Control,90,180,70,170,95,135,150,890,Crystal Resonance,Prism Field; Crystal Resonance,An ancient prism guardian that controls battlefield light through massive mirrored crystal arrays.,"Crystal caverns, ancient mirror sanctums","Mysterious, calculating, calm","crystal, floating, ancient, prism, control, special-attacker",0.82,Sheet names both forms Prismaris. Proposed final-form display name 'Prismaris Prime' needs approval.,/assets/monari/_incoming/batch_001/evolution_sheets/59A3CB66-A241-4D04-9064-37081CD9D373_1_105_c.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/59A3CB66-A241-4D04-9064-37081CD9D373_1_105_c.jpeg,batch001_020_prismaris-prime
drafted,batch_001,volkarax-line,,1,Stage 1,evolution_sheets,8FFAF9F1-9BCD-4DF7-ACE3-E085BC025E1F_1_102_o.jpeg,8FFAF9F1-9BCD-4DF7-ACE3-E085BC025E1F_1_102_o.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/8FFAF9F1-9BCD-4DF7-ACE3-E085BC025E1F_1_102_o.jpeg,Lavyke,Lavyke,lavyke,,volkrax,Super Rare,Fire,Stone,Drake,Golem,Volcanic Baby Dragon,80,65,95,85,70,60,75,530,Magma Core,Eruption Claw; Lava Wing,A volcanic baby dragon with molten scales and a burning tail flame.,"Volcanoes, lava fields, scorched cliffs","Fierce, territorial, proud","dragon, drake, fire, stone, volcano, wings, magma",0.95,,/assets/monari/_incoming/batch_001/evolution_sheets/8FFAF9F1-9BCD-4DF7-ACE3-E085BC025E1F_1_102_o.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/8FFAF9F1-9BCD-4DF7-ACE3-E085BC025E1F_1_102_o.jpeg,batch001_021_lavyke
drafted,batch_001,volkarax-line,,2,Stage 2,evolution_sheets,8FFAF9F1-9BCD-4DF7-ACE3-E085BC025E1F_1_102_o.jpeg,8FFAF9F1-9BCD-4DF7-ACE3-E085BC025E1F_1_102_o.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/8FFAF9F1-9BCD-4DF7-ACE3-E085BC025E1F_1_102_o.jpeg,Volkrax,Volkrax,volkrax,lavyke,volkarax,Super Rare,Fire,Stone,Drake,Golem,Eruption Drake,105,85,125,110,95,80,95,695,Magma Core,Eruption Claw; Lava Wing,An eruption drake whose wings and lava-rock armor harden under extreme heat.,"Volcanoes, lava fields, scorched cliffs","Fierce, territorial, proud","dragon, drake, fire, stone, volcano, wings, magma",0.95,,/assets/monari/_incoming/batch_001/evolution_sheets/8FFAF9F1-9BCD-4DF7-ACE3-E085BC025E1F_1_102_o.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/8FFAF9F1-9BCD-4DF7-ACE3-E085BC025E1F_1_102_o.jpeg,batch001_022_volkrax
drafted,batch_001,volkarax-line,,3,Final,evolution_sheets,8FFAF9F1-9BCD-4DF7-ACE3-E085BC025E1F_1_102_o.jpeg,8FFAF9F1-9BCD-4DF7-ACE3-E085BC025E1F_1_102_o.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/8FFAF9F1-9BCD-4DF7-ACE3-E085BC025E1F_1_102_o.jpeg,Volkarax,Volkarax,volkarax,volkrax,,Super Rare,Fire,Stone,Drake,Golem,Volcanic Dragon,130,110,155,135,120,105,115,870,Magma Core,Eruption Claw; Lava Wing,A volcanic dragon whose magma armor and wings can ignite the battlefield.,"Volcanoes, lava fields, scorched cliffs","Fierce, territorial, proud","dragon, drake, fire, stone, volcano, wings, magma",0.95,,/assets/monari/_incoming/batch_001/evolution_sheets/8FFAF9F1-9BCD-4DF7-ACE3-E085BC025E1F_1_102_o.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/8FFAF9F1-9BCD-4DF7-ACE3-E085BC025E1F_1_102_o.jpeg,batch001_023_volkarax
drafted,batch_001,tempestik-line,,1,Stage 1,evolution_sheets,92C71522-0CB3-44A0-BBE9-56D68D385B15_1_105_c.jpeg,92C71522-0CB3-44A0-BBE9-56D68D385B15_1_105_c.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/92C71522-0CB3-44A0-BBE9-56D68D385B15_1_105_c.jpeg,Pufflet,Pufflet,pufflet,,galefang,Rare,Gale,,Feral,Tempest,Speed Scout / Ambusher,55,65,65,70,45,55,120,475,Tail Gale,Wind Slash; Tail Gale,A playful ferret-pup that manipulates small gusts and loves to tumble on the wind.,"Windy grasslands, cliff paths, high routes","Playful, clever, quick","ferret, gale, wind, speed, ambusher, quadruped",0.98,,/assets/monari/_incoming/batch_001/evolution_sheets/92C71522-0CB3-44A0-BBE9-56D68D385B15_1_105_c.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/92C71522-0CB3-44A0-BBE9-56D68D385B15_1_105_c.jpeg,batch001_024_pufflet
drafted,batch_001,tempestik-line,,2,Stage 2,evolution_sheets,92C71522-0CB3-44A0-BBE9-56D68D385B15_1_105_c.jpeg,92C71522-0CB3-44A0-BBE9-56D68D385B15_1_105_c.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/92C71522-0CB3-44A0-BBE9-56D68D385B15_1_105_c.jpeg,Galefang,Galefang,galefang,pufflet,tempestik,Rare,Gale,,Feral,Tempest,Speed Scout / Ambusher,70,80,85,90,60,70,145,600,Tail Gale,Wind Slash; Tail Gale,"Quick and clever, it uses cutting gusts and feints to outmaneuver foes while its tail streamer guides the wind.","Windy grasslands, cliff paths, high routes","Playful, clever, quick","ferret, gale, wind, speed, ambusher, quadruped",0.98,,/assets/monari/_incoming/batch_001/evolution_sheets/92C71522-0CB3-44A0-BBE9-56D68D385B15_1_105_c.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/92C71522-0CB3-44A0-BBE9-56D68D385B15_1_105_c.jpeg,batch001_025_galefang
drafted,batch_001,tempestik-line,,3,Final,evolution_sheets,92C71522-0CB3-44A0-BBE9-56D68D385B15_1_105_c.jpeg,92C71522-0CB3-44A0-BBE9-56D68D385B15_1_105_c.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/92C71522-0CB3-44A0-BBE9-56D68D385B15_1_105_c.jpeg,Tempestik,Tempestik,tempestik,galefang,,Rare,Gale,,Feral,Tempest,Speed Scout / Ambusher,85,100,105,115,75,90,160,730,Tail Gale,Wind Slash; Tail Gale,"A master of the tempest that moves like the wind—silent, sudden, and gone before you can react.","Windy grasslands, cliff paths, high routes","Playful, clever, quick","ferret, gale, wind, speed, ambusher, quadruped",0.98,,/assets/monari/_incoming/batch_001/evolution_sheets/92C71522-0CB3-44A0-BBE9-56D68D385B15_1_105_c.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/92C71522-0CB3-44A0-BBE9-56D68D385B15_1_105_c.jpeg,batch001_026_tempestik
